order_id,product_id,sales
CA-2018-104745,OFF-PA-10002036,25.92
CA-2018-104745,OFF-ST-10002205,53.424
US-2015-119137,OFF-BI-10001982,8.16
US-2015-119137,TEC-AC-10003911,1023.936
US-2015-119137,OFF-AR-10000658,9.24
US-2015-119137,TEC-AC-10002076,479.04
US-2017-134656,OFF-PA-10003039,99.136
US-2018-134481,FUR-TA-10004915,1488.424
CA-2016-130792,OFF-AP-10000696,8.652
CA-2016-130792,OFF-ST-10003327,23.832
CA-2016-130792,OFF-BI-10000309,12.176
CA-2017-134775,OFF-PA-10004734,50.96
CA-2017-134775,OFF-BI-10002225,49.536
CA-2016-125395,TEC-AC-10004708,41.9
US-2016-168935,FUR-TA-10000617,375.4575
US-2016-168935,TEC-AC-10002335,83.976
CA-2016-122756,TEC-MA-10001681,482.34
CA-2016-122756,FUR-FU-10001935,2.96
CA-2015-115973,OFF-AR-10004757,2.624
CA-2018-101798,OFF-BI-10000050,23.36
CA-2018-101798,TEC-AC-10001998,39.98
US-2015-135972,TEC-PH-10003012,246.384
US-2015-135972,TEC-CO-10002313,1799.97
US-2015-134971,OFF-BI-10003982,12.462
CA-2018-102946,OFF-BI-10004492,75.792
CA-2018-165603,OFF-ST-10000798,49.96
CA-2018-165603,OFF-PA-10002552,12.96
CA-2016-122259,OFF-SU-10002573,70.12
CA-2017-108987,OFF-ST-10001580,35.952
CA-2017-108987,FUR-BO-10004834,2396.2656
CA-2017-108987,OFF-ST-10000934,131.136
CA-2017-108987,TEC-AC-10000158,57.584
CA-2015-113166,OFF-PA-10001947,9.568
CA-2015-155208,OFF-AR-10003478,39.072
CA-2018-117933,OFF-AP-10004249,35.91
CA-2018-117457,TEC-AC-10000158,179.95
CA-2018-117457,TEC-CO-10004115,1199.976
CA-2018-117457,OFF-PA-10003724,27.15
CA-2018-117457,FUR-TA-10002041,1004.024
CA-2018-117457,OFF-PA-10002893,9.68
CA-2018-117457,OFF-LA-10003766,28.35
CA-2018-117457,OFF-PA-10001970,55.98
CA-2018-117457,FUR-BO-10001972,1336.829
CA-2018-117457,FUR-CH-10003956,113.568
CA-2018-142636,OFF-PA-10000157,139.86
CA-2018-142636,FUR-CH-10001891,307.136
CA-2018-122105,OFF-AR-10004344,95.92
CA-2017-148796,FUR-CH-10004886,383.8
CA-2018-154816,OFF-PA-10003845,5.78
CA-2018-110478,OFF-AR-10001573,9.32
CA-2018-110478,OFF-EN-10000483,15.25
CA-2015-142048,TEC-AC-10004114,196.752
CA-2018-125388,FUR-FU-10004712,56.56
CA-2018-125388,OFF-ST-10000918,32.7
CA-2018-155705,FUR-CH-10000015,866.4
CA-2018-149160,FUR-FU-10003347,28.4
CA-2018-149160,OFF-BI-10001543,287.92
CA-2015-101476,TEC-MA-10000029,69.99
CA-2018-152275,OFF-AR-10000369,6.672
US-2017-123750,OFF-BI-10004584,189.588
US-2017-123750,TEC-AC-10004659,408.744
US-2017-123750,TEC-AC-10004659,291.96
US-2017-123750,OFF-ST-10000617,4.768
CA-2017-127369,OFF-ST-10003306,714.3
US-2015-150574,OFF-BI-10000773,4.812
US-2015-150574,TEC-AC-10002600,247.8
CA-2017-147375,TEC-MA-10002937,1007.979
CA-2017-147375,OFF-PA-10001970,313.488
CA-2018-130043,OFF-PA-10002230,31.872
CA-2018-157252,FUR-CH-10003396,207.846
CA-2017-115756,FUR-FU-10000246,12.22
CA-2017-115756,OFF-ST-10000060,194.94
CA-2017-115756,OFF-ST-10003058,70.95
CA-2017-115756,OFF-PA-10002222,91.36
CA-2017-115756,FUR-CH-10002372,242.94
CA-2017-115756,OFF-LA-10001317,22.05
CA-2018-154214,FUR-FU-10000206,2.91
CA-2017-166674,OFF-AR-10000588,59.52
CA-2017-166674,OFF-ST-10001469,161.94
CA-2017-166674,OFF-AR-10001953,263.88
CA-2017-166674,OFF-AR-10003156,30.48
CA-2017-166674,OFF-AR-10004974,9.84
CA-2017-166674,TEC-PH-10002365,35.12
CA-2018-147277,FUR-TA-10001539,284.364
CA-2018-147277,OFF-ST-10000142,665.408
CA-2017-100153,TEC-AC-10001772,63.88
US-2015-110674,FUR-CH-10000225,129.568
US-2017-157945,FUR-CH-10002331,747.558
US-2017-157945,OFF-EN-10001415,8.928
CA-2016-109638,OFF-AP-10002472,103.92
CA-2016-109638,TEC-AC-10004571,899.91
CA-2016-109638,OFF-BI-10001098,51.312
CA-2017-109869,FUR-FU-10000023,23.56
CA-2017-109869,FUR-TA-10001889,1272.63
CA-2017-109869,OFF-BI-10000315,28.485
CA-2017-109869,OFF-SU-10003505,185.376
CA-2017-109869,OFF-AP-10002578,78.272
US-2016-101399,FUR-FU-10002918,254.744
CA-2018-154907,FUR-BO-10002824,205.3328
US-2017-100419,OFF-BI-10002194,4.788
CA-2016-154144,OFF-PA-10004071,55.48
CA-2015-144666,OFF-ST-10002743,340.92
CA-2015-144666,FUR-BO-10001601,222.666
CA-2015-144666,TEC-PH-10002680,703.968
CA-2015-144666,OFF-ST-10001321,92.52
CA-2015-144666,OFF-PA-10001509,62.65
CA-2015-144666,OFF-PA-10003465,94.85
CA-2017-103891,TEC-PH-10000149,95.76
CA-2017-152632,FUR-FU-10002671,40.2
CA-2017-100790,OFF-AR-10003045,14.7
CA-2017-100790,OFF-ST-10000689,704.25
CA-2015-134677,TEC-AC-10001445,9.09
CA-2015-127691,OFF-AR-10002053,5.96
CA-2015-127691,TEC-AC-10002567,159.98
CA-2018-140963,OFF-LA-10003923,29.6
CA-2018-140963,FUR-BO-10001337,514.165
CA-2018-140963,TEC-PH-10001924,279.96
CA-2015-154627,TEC-PH-10001363,2735.952
CA-2015-133753,TEC-PH-10000376,7.992
CA-2015-133753,TEC-AC-10000303,63.984
CA-2015-133753,OFF-AR-10001953,70.368
CA-2015-113362,OFF-ST-10001809,449.15
CA-2015-113362,OFF-EN-10003845,11.07
CA-2017-169166,TEC-AC-10000991,93.98
US-2017-120929,FUR-TA-10001857,189.882
CA-2016-134782,OFF-EN-10001434,105.42
CA-2017-126158,OFF-BI-10002498,119.616
CA-2017-126158,FUR-FU-10004864,255.76
CA-2017-126158,FUR-CH-10002602,241.568
CA-2017-126158,FUR-FU-10000073,69.3
US-2017-105578,OFF-BI-10001670,22.62
US-2017-105578,OFF-BI-10001658,14.952
US-2017-105578,FUR-CH-10001215,801.568
US-2017-105578,OFF-BI-10000831,2.376
US-2017-105578,OFF-PA-10000357,32.792
CA-2018-134978,OFF-BI-10003274,15.92
CA-2016-145352,OFF-AR-10001662,2.74
CA-2016-145352,OFF-AR-10003856,8.34
CA-2016-145352,OFF-ST-10001228,46.74
CA-2016-145352,OFF-BI-10003527,6354.95
CA-2018-135307,FUR-FU-10001290,126.3
CA-2018-135307,TEC-AC-10002399,38.04
CA-2017-106341,OFF-AR-10002053,7.152
CA-2018-163405,OFF-AR-10003811,6.63
CA-2018-163405,OFF-AR-10001246,5.88
CA-2018-127432,TEC-CO-10003236,2999.95
CA-2018-127432,OFF-ST-10004507,51.45
CA-2018-127432,OFF-PA-10001667,11.96
CA-2018-127432,OFF-ST-10004459,1126.02
CA-2016-157812,TEC-AC-10000171,18.392
CA-2016-157812,OFF-ST-10000736,129.568
CA-2016-157812,OFF-BI-10000285,14.112
CA-2018-145142,FUR-TA-10001857,210.98
US-2017-139486,TEC-PH-10003555,55.176
US-2017-139486,TEC-AC-10003832,66.26
CA-2016-158792,OFF-FA-10002815,22.2
CA-2018-113558,FUR-CH-10003379,683.952
CA-2018-113558,FUR-FU-10001756,45.696
US-2016-138303,OFF-ST-10004963,36.336
US-2016-138303,OFF-SU-10002881,666.248
US-2016-138303,OFF-EN-10001335,52.512
CA-2016-102848,FUR-CH-10000595,190.72
US-2018-129441,FUR-FU-10000448,47.94
CA-2017-168753,TEC-PH-10000984,979.95
CA-2017-168753,OFF-BI-10002557,22.75
CA-2017-126613,OFF-ST-10001325,16.768
US-2018-122637,OFF-BI-10002429,42.616
CA-2016-147851,OFF-BI-10004528,10.752
CA-2016-134894,OFF-AP-10001271,152.94
CA-2016-134894,FUR-CH-10002647,283.92
CA-2015-140795,TEC-AC-10001432,468.9
CA-2017-136924,TEC-PH-10002262,380.864
US-2016-120161,OFF-ST-10001809,646.776
CA-2015-103849,TEC-AC-10001465,58.112
CA-2015-103849,TEC-PH-10002597,100.792
CA-2015-103849,FUR-FU-10000723,66.112
CA-2018-162929,OFF-BI-10000404,41.28
CA-2018-162929,OFF-PA-10002986,13.36
CA-2016-113173,OFF-ST-10000604,250.272
CA-2016-113173,OFF-BI-10004738,11.364
CA-2016-113173,OFF-SU-10001935,8.72
CA-2017-136406,FUR-CH-10002024,1121.568
CA-2018-112774,FUR-FU-10003039,34.504
CA-2018-101945,OFF-FA-10004248,10.824
CA-2018-100650,OFF-ST-10001780,1295.78
CA-2015-155852,OFF-AR-10003560,19.456
CA-2017-113243,OFF-LA-10001297,20.7
CA-2017-113243,FUR-TA-10004256,1335.68
CA-2017-113243,OFF-PA-10003441,32.4
CA-2018-118731,FUR-FU-10003347,42.6
CA-2018-118731,OFF-BI-10000069,84.056
CA-2015-145576,OFF-AP-10003914,13.0
CA-2015-145576,FUR-FU-10004020,13.128
CA-2016-130736,OFF-FA-10003467,3.96
CA-2016-130736,OFF-LA-10000634,2.61
CA-2018-137099,TEC-PH-10002496,374.376
CA-2018-156951,OFF-PA-10004530,91.84
CA-2018-156951,OFF-BI-10001107,81.088
CA-2018-156951,OFF-PA-10004451,19.44
CA-2018-156951,FUR-CH-10004997,451.152
CA-2018-164826,OFF-LA-10001297,72.45
CA-2018-164826,OFF-FA-10000585,13.96
CA-2018-164826,OFF-BI-10001922,33.264
CA-2018-164826,TEC-PH-10000347,14.85
CA-2017-127250,OFF-AR-10003394,8.82
CA-2016-149713,OFF-PA-10004530,160.72
CA-2016-149713,OFF-PA-10001450,19.92
CA-2016-149713,OFF-SU-10001574,7.3
CA-2018-118640,OFF-ST-10002974,69.712
CA-2018-118640,FUR-FU-10001475,8.792
CA-2016-132906,OFF-SU-10004498,51.52
CA-2018-145233,TEC-PH-10004977,470.376
CA-2018-145233,TEC-PH-10000586,105.584
CA-2018-145233,OFF-AP-10000358,31.152
CA-2018-145233,OFF-BI-10002764,6.783
